Category,Parent,Name,Geo,"Sub Category",Country,"Location Id",Results
geographic,Thailand,"Phra Thong Kham",narrow,city,Thailand,2237504,-1
geographic,Thailand,"Krok Phra",narrow,city,Thailand,2237157,-1
geographic,Thailand,"Phra Pradaeng",narrow,city,Thailand,2148067,-1
geographic,Thailand,"Phra Samut Chedi",narrow,city,Thailand,2237206,-1
geographic,Thailand,"Phra Phutthabat",narrow,city,Thailand,2237214,-1
geographic,Thailand,"Phra Yuen",narrow,city,Thailand,2237428,-1
geographic,Thailand,"Nakhon Ratchasima Province",hybrid,province,Thailand,2098196,87
geographic,Thailand,"Nakhon Si Thammarat Province",hybrid,province,Thailand,2098421,35
geographic,Thailand,"Nakhon Ratchasima",narrow,city,Thailand,469414,37
geographic,Thailand,"Nong Khai Province",hybrid,province,Thailand,2098436,14
geographic,Thailand,"Nong Khai",narrow,city,Thailand,303915,14
geographic,Laos,"Nong Khiaw",narrow,city,Laos,1520128,-1
geographic,Thailand,"Nong Bua Lamphu Province",hybrid,province,Thailand,2154412,-1
geographic,Thailand,"Nong Sung",narrow,city,Thailand,2237474,-1
geographic,Thailand,"Nong Kae",narrow,city,Thailand,6375760,-1
geographic,Thailand,"Nong Prue",narrow,city,Thailand,2237736,1
geographic,Thailand,"Nong Pla Lai",narrow,city,Thailand,3526318,-1
geographic,Thailand,"Nong Bua Lamphu",narrow,city,Thailand,2154418,-1
geographic,Thailand,"Bang Phli",narrow,district,Thailand,644049,4
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Bang Sai",narrow,city,Thailand,2238737,-1
geographic,Thailand,"Bang Yai",narrow,city,Thailand,1745309,-1
geographic,Thailand,"Bang Pa-in",narrow,city,Thailand,303901,-1
geographic,Thailand,"Bang Sao Thong",narrow,city,Thailand,1772327,1
geographic,Thailand,"Bang Niang Beach",narrow,city,Thailand,2290412,-1
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Bang Sai",narrow,city,Thailand,2238737,-1
geographic,Thailand,"Bang Yai",narrow,city,Thailand,1745309,-1
geographic,Thailand,"Bang Pa-in",narrow,city,Thailand,303901,-1
geographic,Thailand,"Bang Sao Thong",narrow,city,Thailand,1772327,1
geographic,Thailand,"Bang Niang Beach",narrow,city,Thailand,2290412,-1
geographic,Thailand,"Bang Saphan Noi",narrow,city,Thailand,2237748,-1
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Bang Sai",narrow,city,Thailand,2238737,-1
geographic,Thailand,"Bang Yai",narrow,city,Thailand,1745309,-1
geographic,Thailand,"Bang Pa-in",narrow,city,Thailand,303901,-1
geographic,Thailand,"Bang Sao Thong",narrow,city,Thailand,1772327,1
geographic,Thailand,"Bang Niang Beach",narrow,city,Thailand,2290412,-1
geographic,Thailand,"Bang Saphan Noi",narrow,city,Thailand,2237748,-1
geographic,Thailand,"Pathum Thani",narrow,city,Thailand,297929,6
geographic,Thailand,"Pathum Rat",narrow,city,Thailand,2237534,-1
geographic,Thailand,"Pathum Ratchawongsa",narrow,city,Thailand,2238708,-1
geographic,"New Zealand","Manawatu-Wanganui Region",narrow,district,"New Zealand",1894027,72
geographic,"New Zealand",Wanaka,narrow,city,"New Zealand",612500,22
geographic,"New Zealand",Wanganui,narrow,city,"New Zealand",255370,26
geographic,"New York",Wantagh,narrow,city,"United States",48797,-1
geographic,Thailand,"Mae Wang",narrow,city,Thailand,2237291,-1
geographic,China,Wanning,narrow,city,China,616021,-1
geographic,Thailand,"Ban Phai",narrow,city,Thailand,2237415,2
geographic,Thailand,"Nong Phai",narrow,city,Thailand,2237182,-1
geographic,Thailand,Phaisali,narrow,city,Thailand,2237162,-1
geographic,Thailand,"Sop Prap",narrow,city,Thailand,2237322,-1
geographic,Thailand,Bangkok,narrow,city,Thailand,293916,756
geographic,Thailand,"Phra Samut Chedi",narrow,city,Thailand,2237206,-1
geographic,Thailand,"Phra Phutthabat",narrow,city,Thailand,2237214,-1
geographic,Thailand,"Phra Phrom",narrow,city,Thailand,2237656,-1
geographic,Thailand,"Phra Thong Kham",narrow,city,Thailand,2237504,-1
geographic,Thailand,"Phra Yuen",narrow,city,Thailand,2237428,-1
geographic,Thailand,"Ko Phra Thong",narrow,island,Thailand,5556197,1
geographic,Thailand,"Chaloem Phra Kiat",narrow,city,Thailand,4187126,1
geographic,Thailand,"Sathing Phra",narrow,city,Thailand,790331,-1
geographic,Thailand,"Phop Phra",narrow,city,Thailand,2237759,-1
geographic,Thailand,"Pran Buri",narrow,city,Thailand,667502,15
geographic,Thailand,"Buriram Province",hybrid,province,Thailand,2098319,11
geographic,Thailand,Buriram,narrow,city,Thailand,668418,10
geographic,Washington,Burien,narrow,city,"United States",58375,-1
geographic,Thailand,"Suphan Buri Province",hybrid,province,Thailand,2099228,3
geographic,Thailand,"Lop Buri",narrow,city,Thailand,303912,7
geographic,Thailand,"Suphan Buri",narrow,city,Thailand,303922,3
geographic,Colombia,Buritaca,narrow,city,Colombia,2627106,1
geographic,Thailand,"Prachin Buri Province",hybrid,province,Thailand,2098630,6
geographic,Thailand,"Lat Lum Kaeo",narrow,city,Thailand,2237173,-1
geographic,Thailand,"Lat Bua Luang",narrow,city,Thailand,2238739,-1
geographic,Thailand,"Ban Lat",narrow,city,Thailand,2237744,-1
geographic,Thailand,"Sila Lat",narrow,city,Thailand,2237576,-1
geographic,Thailand,"Yan Ta Khao",narrow,city,Thailand,2237724,-1
geographic,Australia,"Yan Yean",narrow,city,Australia,2252300,-1
geographic,"New York","Penn Yan",narrow,city,"United States",48378,3
geographic,India,Nawalgarh,narrow,city,India,1238632,2
geographic,India,Nawanshahr,narrow,city,India,2294768,1
geographic,India,Nawada,narrow,city,India,1973306,1
geographic,India,Nawabganj,narrow,city,India,3387082,-1
geographic,Pakistan,Nawabshah,narrow,city,Pakistan,670335,-1
geographic,"Sri Lanka",Nawalapitiya,narrow,city,"Sri Lanka",6593734,-1
geographic,Asia,Thailand,broad,country,,293915,-1
geographic,Thailand,Bangkok,narrow,city,Thailand,293916,756
geographic,Thailand,"Sai Thai",narrow,city,Thailand,3216973,3
geographic,Thailand,"Thai Mueang",narrow,city,Thailand,2237680,2
geographic,Vietnam,"Thai Nguyen Province",hybrid,province,Vietnam,2146324,3
geographic,Vietnam,"Thai Nguyen",narrow,city,Vietnam,1753936,3
geographic,Vietnam,"Thai Binh Province",narrow,province,Vietnam,4355218,1
geographic,Thailand,"Thai Samakkhi",narrow,city,Thailand,3320160,-1
geographic,Vietnam,"Thai Binh",narrow,city,Vietnam,4355220,-1
geographic,Thailand,"Pran Buri",narrow,city,Thailand,667502,15
geographic,Thailand,"Buriram Province",hybrid,province,Thailand,2098319,11
geographic,Thailand,Buriram,narrow,city,Thailand,668418,10
geographic,Washington,Burien,narrow,city,"United States",58375,-1
geographic,Thailand,"Suphan Buri Province",hybrid,province,Thailand,2099228,3
geographic,Thailand,"Lop Buri",narrow,city,Thailand,303912,7
geographic,Thailand,"Suphan Buri",narrow,city,Thailand,303922,3
geographic,Colombia,Buritaca,narrow,city,Colombia,2627106,1
geographic,Thailand,"Nai Thon",narrow,city,Thailand,1231756,1
geographic,Thailand,"Hat Yai",narrow,city,Thailand,297921,68
geographic,Thailand,"Ko Yao Yai",narrow,island,Thailand,676354,6
geographic,Thailand,"Ko Racha Yai",narrow,island,Thailand,1224325,3
geographic,Thailand,"Ko Nakha Yai",narrow,island,Thailand,1182823,1
geographic,Thailand,"Khao Yai National Park",narrow,nationalpark,Thailand,3218970,9
geographic,Spain,Yaiza,narrow,city,Spain,580321,4
geographic,Japan,Yaizu,narrow,city,Japan,1019672,11
geographic,Thailand,"Talat Yai",narrow,city,Thailand,2315818,3
geographic,Thailand,"Khlong Yai",narrow,city,Thailand,2237287,1
geographic,Thailand,"Huai Yang",narrow,city,Thailand,4090545,-1
geographic,Thailand,"Huai Yot",narrow,city,Thailand,2237720,-1
geographic,Thailand,"Huai Rat",narrow,city,Thailand,2237364,-1
geographic,China,"Huai'an County",narrow,city,China,1813842,-1
geographic,Thailand,"Huai Khot",narrow,city,Thailand,2237241,-1
geographic,Thailand,"Huai Thalaeng",narrow,city,Thailand,2237491,-1
geographic,Thailand,"Huai Mek",narrow,city,Thailand,2237397,-1
geographic,Thailand,"Huai Phueng",narrow,city,Thailand,2237398,-1
geographic,Thailand,"Huai Krachao",narrow,city,Thailand,2237734,-1
geographic,Thailand,"Khlong Yai",narrow,city,Thailand,2237287,1
geographic,Thailand,"Khlong Sok",narrow,city,Thailand,2103645,-1
geographic,Thailand,"Khlong Luang",narrow,city,Thailand,2237171,-1
geographic,Thailand,"Khlong Lan",narrow,city,Thailand,2237128,-1
geographic,Thailand,"Khlong Hoi Khong",narrow,city,Thailand,2237693,-1
geographic,Thailand,"Khlong Hat",narrow,city,Thailand,2237279,-1
geographic,Thailand,"Khlong Khuean",narrow,city,Thailand,2237252,-1
geographic,Thailand,"Khlong Khut",narrow,city,Thailand,3238795,-1
geographic,Thailand,"Khlong Khlung",narrow,city,Thailand,2237127,-1
geographic,Greece,"Chania Prefecture",hybrid,region,Greece,1699518,437
geographic,Thailand,"Ko Chang",narrow,island,Thailand,580110,71
geographic,Greece,"Chania Town",narrow,municipality,Greece,189415,118
geographic,Arizona,Chandler,narrow,city,"United States",31190,28
geographic,"United Kingdom","Channel Islands",hybrid,islandgroup,"United Kingdom",186227,127
geographic,China,Changsha,narrow,city,China,494932,1284
geographic,India,Chandigarh,narrow,municipality,India,297596,70
geographic,Virginia,Chantilly,narrow,city,"United States",57589,14
geographic,China,Changchun,narrow,city,China,297448,594
geographic,Mauritius,"Riviere Noire District",narrow,district,,3654767,36
geographic,Thailand,"Ko Yao Noi",narrow,island,Thailand,661285,4
geographic,India,Noida,narrow,city,India,644043,28
geographic,Thailand,"Lipa Noi",narrow,city,Thailand,1925995,7
geographic,France,Noisy-le-Grand,narrow,city,France,196583,8
geographic,India,"Greater Noida",narrow,city,India,2140594,9
geographic,France,"Noirmoutier Island",narrow,island,France,3877155,18
geographic,"Republic of the Congo","Pointe Noire Department",narrow,department,"Republic of the Congo",3665963,-1
geographic,"Republic of the Congo","Pointe Noire",narrow,city,"Republic of the Congo",317073,-1
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Bang Sai",narrow,city,Thailand,2238737,-1
geographic,Thailand,"Bang Yai",narrow,city,Thailand,1745309,-1
geographic,Thailand,"Bang Pa-in",narrow,city,Thailand,303901,-1
geographic,Thailand,"Bang Sao Thong",narrow,city,Thailand,1772327,1
geographic,Thailand,"Bang Niang Beach",narrow,city,Thailand,2290412,-1
geographic,Thailand,"Bang Saphan Noi",narrow,city,Thailand,2237748,-1
geographic,Thailand,"Amnat Charoen City",narrow,city,Thailand,2238707,1
geographic,Thailand,"Thai Charoen",narrow,city,Thailand,2237457,-1
geographic,Thailand,"Charoen Sin",narrow,city,Thailand,2237546,-1
geographic,Thailand,"Phon Charoen",narrow,city,Thailand,2237358,-1
geographic,Thailand,"Dong Charoen",narrow,city,Thailand,2237188,-1
geographic,Thailand,"Khok Charoen",narrow,city,Thailand,2237137,-1
geographic,Thailand,"Nong Khai Province",hybrid,province,Thailand,2098436,14
geographic,Thailand,"Nong Khai",narrow,city,Thailand,303915,14
geographic,Laos,"Nong Khiaw",narrow,city,Laos,1520128,-1
geographic,Thailand,"Nong Bua Lamphu Province",hybrid,province,Thailand,2154412,-1
geographic,Thailand,"Nong Sung",narrow,city,Thailand,2237474,-1
geographic,Thailand,"Nong Kae",narrow,city,Thailand,6375760,-1
geographic,Thailand,"Nong Prue",narrow,city,Thailand,2237736,1
geographic,Thailand,"Nong Pla Lai",narrow,city,Thailand,3526318,-1
geographic,Thailand,"Nong Bua Lamphu",narrow,city,Thailand,2154418,-1
geographic,Croatia,"Veli rat",narrow,city,Croatia,2039685,-1
geographic,Thailand,"Khiri Rat Nikhom",narrow,city,Thailand,2237713,-1
geographic,Thailand,"Huai Rat",narrow,city,Thailand,2237364,-1
geographic,Thailand,"Maha Rat",narrow,city,Thailand,2238740,-1
geographic,Thailand,"Pathum Rat",narrow,city,Thailand,2237534,-1
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Bang Sai",narrow,city,Thailand,2238737,-1
geographic,Thailand,"Bang Yai",narrow,city,Thailand,1745309,-1
geographic,Thailand,"Bang Pa-in",narrow,city,Thailand,303901,-1
geographic,Thailand,"Bang Sao Thong",narrow,city,Thailand,1772327,1
geographic,Thailand,"Bang Niang Beach",narrow,city,Thailand,2290412,-1
geographic,Thailand,"Bang Saphan Noi",narrow,city,Thailand,2237748,-1
geographic,Iraq,"Salah ad Din Province",hybrid,region,Iraq,1536417,-1
geographic,Thailand,"Sawang Daen Din",narrow,city,Thailand,2237556,1
geographic,Thailand,"Pluak Daeng",narrow,city,Thailand,2237276,-1
geographic,Thailand,"Nong Bua Daeng",narrow,city,Thailand,2237390,-1
geographic,Thailand,"Wihan Daeng",narrow,city,Thailand,2237217,-1
geographic,Thailand,"Non Daeng",narrow,city,Thailand,2237499,-1
geographic,Thailand,"Thung Yang Daeng",narrow,city,Thailand,2238720,-1
geographic,Thailand,"Don Mot Daeng",narrow,city,Thailand,2237598,-1
geographic,Thailand,"Bueng Kan City",narrow,city,Thailand,2237356,2
geographic,Thailand,"Bueng Sam Phan",narrow,city,Thailand,2237177,-1
geographic,Thailand,"Bueng Khong Long",narrow,city,Thailand,2237354,-1
geographic,Thailand,"Bueng Bun",narrow,city,Thailand,2237561,-1
geographic,Thailand,"Bueng Samakkhi",narrow,city,Thailand,2237125,-1
geographic,Thailand,"Bueng Na Rang",narrow,city,Thailand,2237187,-1
geographic,Japan,"Kumamoto Prefecture",broad,state,Japan,298212,-1
geographic,India,Kumarakom,narrow,city,India,678552,-1
geographic,Japan,Kumamoto,narrow,city,Japan,298213,-1
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Bang Sai",narrow,city,Thailand,2238737,-1
geographic,Thailand,"Bang Yai",narrow,city,Thailand,1745309,-1
geographic,Thailand,"Bang Pa-in",narrow,city,Thailand,303901,-1
geographic,Thailand,"Bang Sao Thong",narrow,city,Thailand,1772327,1
geographic,Thailand,"Bang Niang Beach",narrow,city,Thailand,2290412,-1
geographic,Thailand,"Bang Saphan Noi",narrow,city,Thailand,2237748,-1
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Bang Sai",narrow,city,Thailand,2238737,-1
geographic,Thailand,"Bang Yai",narrow,city,Thailand,1745309,-1
geographic,Thailand,"Bang Pa-in",narrow,city,Thailand,303901,-1
geographic,Thailand,"Bang Sao Thong",narrow,city,Thailand,1772327,1
geographic,Thailand,"Bang Niang Beach",narrow,city,Thailand,2290412,-1
geographic,Thailand,"Bang Saphan Noi",narrow,city,Thailand,2237748,-1
geographic,Thailand,"Khlong Yai",narrow,city,Thailand,2237287,1
geographic,Thailand,"Khlong Sok",narrow,city,Thailand,2103645,-1
geographic,Thailand,"Khlong Luang",narrow,city,Thailand,2237171,-1
geographic,Thailand,"Khlong Lan",narrow,city,Thailand,2237128,-1
geographic,Thailand,"Khlong Hoi Khong",narrow,city,Thailand,2237693,-1
geographic,Thailand,"Khlong Hat",narrow,city,Thailand,2237279,-1
geographic,Thailand,"Khlong Khuean",narrow,city,Thailand,2237252,-1
geographic,Thailand,"Khlong Khut",narrow,city,Thailand,3238795,-1
geographic,Thailand,"Khlong Khlung",narrow,city,Thailand,2237127,-1
geographic,Laos,"Luang Prabang Province",hybrid,province,Laos,3650261,66
geographic,Laos,"Luang Prabang",narrow,municipality,Laos,295415,66
geographic,Zambia,"South Luangwa National Park",narrow,nationalpark,Zambia,479226,-1
geographic,Laos,"Luang Namtha Province",hybrid,province,Laos,3650259,2
geographic,Laos,"Luang Namtha",narrow,city,Laos,424933,2
geographic,Thailand,"Mae Fa Luang",narrow,city,Thailand,2237303,1
geographic,Zambia,"North Luangwa National Park",narrow,nationalpark,Zambia,479231,-1
geographic,Thailand,"Khlong Luang",narrow,city,Thailand,2237171,-1
geographic,Thailand,"Lang Suan",narrow,city,Thailand,2237636,-1
geographic,Thailand,"Chom Bueng",narrow,city,Thailand,2237752,-1
geographic,Thailand,"Chom Phra",narrow,city,Thailand,2237581,-1
geographic,Thailand,"Ang Thong",narrow,city,Thailand,1905502,7
geographic,Thailand,"Khao Thong",narrow,city,Thailand,3923920,1
geographic,Thailand,"Ko Phra Thong",narrow,island,Thailand,5556197,1
geographic,Thailand,"Ang Thong Province",hybrid,province,Thailand,2216103,-1
geographic,Thailand,"Ang Thong City",narrow,city,Thailand,2237111,-1
geographic,Thailand,"U Thong",narrow,city,Thailand,2237240,-1
geographic,Thailand,"Na Chom Thian",narrow,city,Thailand,2005201,-1
geographic,Thailand,"Don Kaeo",narrow,city,Thailand,3814839,1
geographic,Laos,"Don Khone",narrow,city,Laos,1510725,-1
geographic,Laos,"Don Khong",narrow,island,Laos,2036990,1
geographic,Thailand,"Don Sak",narrow,city,Thailand,2237710,-1
geographic,Spain,"Don Benito",narrow,city,Spain,1064382,1
geographic,Laos,"Don Kho",narrow,island,Laos,727818,1
geographic,Thailand,"Don Tum",narrow,city,Thailand,2237149,-1
geographic,Thailand,"Don Chedi",narrow,city,Thailand,2237235,-1
geographic,Australia,"Don Valley",narrow,city,Australia,2687855,-1
geographic,Thailand,"Lat Lum Kaeo",narrow,city,Thailand,2237173,-1
geographic,Thailand,"Lat Bua Luang",narrow,city,Thailand,2238739,-1
geographic,Thailand,Phrao,narrow,city,Thailand,2237296,-1
geographic,Thailand,"Ban Lat",narrow,city,Thailand,2237744,-1
geographic,Thailand,"Sila Lat",narrow,city,Thailand,2237576,-1
geographic,Thailand,"Sai Thong Watthana",narrow,city,Thailand,2237134,-1
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Bang Sai",narrow,city,Thailand,2238737,-1
geographic,Thailand,"Bang Yai",narrow,city,Thailand,1745309,-1
geographic,Thailand,"Bang Pa-in",narrow,city,Thailand,303901,-1
geographic,Thailand,"Bang Sao Thong",narrow,city,Thailand,1772327,1
geographic,Thailand,"Bang Niang Beach",narrow,city,Thailand,2290412,-1
geographic,Thailand,"Bang Saphan Noi",narrow,city,Thailand,2237748,-1
geographic,Asia,Singapore,broad,country,,294262,-1
geographic,Singapore,Singapore,narrow,city,Singapore,294265,293
geographic,Egypt,"Red Sea and Sinai",hybrid,region,Egypt,297545,677
geographic,Italy,Sicily,broad,island,Italy,187886,1271
geographic,Egypt,"South Sinai",narrow,district,Egypt,297556,303
geographic,Cambodia,"Siem Reap Province",hybrid,province,Cambodia,2366676,224
geographic,Cambodia,"Siem Reap",narrow,city,Cambodia,297390,224
geographic,Florida,"Siesta Key",narrow,city,"United States",34636,-1
geographic,Italy,"Province of Siena",hybrid,province,Italy,2043779,-1
geographic,Thailand,"Chiang Mai",narrow,city,Thailand,293917,333
geographic,Thailand,"Sai Thai",narrow,city,Thailand,3216973,3
geographic,Thailand,"Sai Yok",narrow,city,Thailand,2237738,3
geographic,Japan,Sai-mura,narrow,city,Japan,1120415,-1
geographic,Thailand,"Sai Noi",narrow,city,Thailand,2237170,-1
geographic,Thailand,"Sai Mun",narrow,city,Thailand,2237450,-1
geographic,Thailand,"Sai Ngam",narrow,city,Thailand,2237133,-1
geographic,Thailand,"Sai Buri",narrow,city,Thailand,2238719,-1
geographic,Thailand,"Sai Thong Watthana",narrow,city,Thailand,2237134,-1
geographic,Thailand,"Prachuap Khiri Khan Province",hybrid,province,Thailand,297933,176
geographic,Thailand,"Ko Yao Noi",narrow,island,Thailand,661285,4
geographic,Thailand,"Ko Yao Yai",narrow,island,Thailand,676354,6
geographic,Croatia,"Biograd na Moru",narrow,city,Croatia,608702,13
geographic,Thailand,"Prachuap Khiri Khan",narrow,city,Thailand,1825963,9
geographic,Cameroon,Yaounde,narrow,city,Cameroon,293773,16
geographic,Philippines,"Mataas Na Kahoy",narrow,city,Philippines,1647175,-1
geographic,Thailand,"Chiang Khan",narrow,city,Thailand,2044822,-1
geographic,Slovenia,"Most na Soci",narrow,city,Slovenia,815571,-1
geographic,Malaysia,Sungkai,narrow,city,Malaysia,1593192,1
geographic,Malaysia,"Sungai Petani",narrow,city,Malaysia,670110,12
geographic,Malaysia,"Sungai Lembing",narrow,city,Malaysia,2530755,-1
geographic,Thailand,"Nong Sung",narrow,city,Thailand,2237474,-1
geographic,Indonesia,"Nagari Sungai Pinang",narrow,city,Indonesia,4833441,-1
geographic,Malaysia,"Sungai Besar",narrow,city,Malaysia,3567143,-1
geographic,Malaysia,"Sungai Buloh",narrow,city,Malaysia,4340283,-1
geographic,Thailand,"Bang Saphan Noi",narrow,city,Thailand,2237748,-1
geographic,Turkey,Sungurlu,narrow,city,Turkey,1467588,-1
geographic,Thailand,"Wang Nam Yen",narrow,city,Thailand,2237282,1
geographic,Thailand,"Wang Thong",narrow,city,Thailand,2237203,-1
geographic,Germany,Wang,narrow,city,Germany,2085278,-1
geographic,Thailand,"Wang Chin",narrow,city,Thailand,2237353,-1
geographic,Thailand,"Wang Noi",narrow,city,Thailand,2238747,-1
geographic,Thailand,"Wang Saphung",narrow,city,Thailand,2237449,-1
geographic,Thailand,"Wang Sam Mo",narrow,city,Thailand,2237634,-1
geographic,Thailand,"Wang Sai Phun",narrow,city,Thailand,2237196,-1
geographic,Thailand,"Wang Pong",narrow,city,Thailand,2237184,-1
geographic,Thailand,"Khlong Thom",narrow,city,Thailand,2237643,-1
geographic,Thailand,"Khlong Yai",narrow,city,Thailand,2237287,1
geographic,Thailand,"Khlong Sok",narrow,city,Thailand,2103645,-1
geographic,Thailand,"Khlong Luang",narrow,city,Thailand,2237171,-1
geographic,Thailand,"Khlong Lan",narrow,city,Thailand,2237128,-1
geographic,Thailand,"Khlong Hoi Khong",narrow,city,Thailand,2237693,-1
geographic,Thailand,"Khlong Hat",narrow,city,Thailand,2237279,-1
geographic,Thailand,"Khlong Khuean",narrow,city,Thailand,2237252,-1
geographic,Thailand,"Khlong Khut",narrow,city,Thailand,3238795,-1
geographic,Vietnam,"Phong Nha-Ke Bang National Park",narrow,nationalpark,Vietnam,4014591,-1
geographic,Thailand,"Doem Bang Nang Buat",narrow,city,Thailand,2237234,-1
geographic,Thailand,"Bang Len",narrow,city,Thailand,2237148,-1
geographic,Thailand,"Bang Mun Nak",narrow,city,Thailand,2237186,-1
geographic,Thailand,"Bang Khan",narrow,city,Thailand,2237646,-1
geographic,Thailand,"Bang Phli",narrow,district,Thailand,644049,4
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Na Thawi",narrow,city,Thailand,2237697,-1
geographic,Thailand,"Sai Thong Watthana",narrow,city,Thailand,2237134,-1
geographic,Thailand,"Thung Song",narrow,city,Thailand,2237662,-1
geographic,Thailand,"Thung Yao",narrow,city,Thailand,3326174,-1
geographic,Thailand,"Thung Tako",narrow,city,Thailand,2237641,-1
geographic,Thailand,"Thung Wa",narrow,city,Thailand,2237690,-1
geographic,Thailand,"Thung Khao Luang",narrow,city,Thailand,2237543,-1
geographic,Thailand,"Thung Yai",narrow,city,Thailand,2237663,-1
geographic,Thailand,"Thung Hua Chang",narrow,city,Thailand,2237330,-1
geographic,Thailand,"Thung Saliam",narrow,city,Thailand,2237231,-1
geographic,Thailand,"Thung Fon",narrow,city,Thailand,2237633,-1
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Bang Sai",narrow,city,Thailand,2238737,-1
geographic,Thailand,"Bang Yai",narrow,city,Thailand,1745309,-1
geographic,Thailand,"Bang Pa-in",narrow,city,Thailand,303901,-1
geographic,Thailand,"Bang Sao Thong",narrow,city,Thailand,1772327,1
geographic,Thailand,"Bang Niang Beach",narrow,city,Thailand,2290412,-1
geographic,Thailand,"Bang Saphan Noi",narrow,city,Thailand,2237748,-1
geographic,Thailand,"Samut Prakan",narrow,city,Thailand,1570011,5
geographic,Thailand,"Phra Samut Chedi",narrow,city,Thailand,2237206,-1
geographic,Thailand,"Samut Songkhram Province",hybrid,province,Thailand,2098662,8
geographic,Thailand,"Samut Songkhram",narrow,city,Thailand,1967206,3
geographic,Thailand,"Thai Mueang",narrow,city,Thailand,2237680,2
geographic,Thailand,"Samut Sakhon Province",hybrid,province,Thailand,1056228,1
geographic,Thailand,"Samut Sakhon",narrow,city,Thailand,2154338,1
geographic,Thailand,"Chai Prakan",narrow,city,Thailand,2237295,-1
geographic,Thailand,"Khu Mueang",narrow,city,Thailand,2237366,-1
geographic,Thailand,"Bang Phli",narrow,district,Thailand,644049,4
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Bang Sai",narrow,city,Thailand,2238737,-1
geographic,Thailand,"Bang Yai",narrow,city,Thailand,1745309,-1
geographic,Thailand,"Bang Pa-in",narrow,city,Thailand,303901,-1
geographic,Thailand,"Bang Sao Thong",narrow,city,Thailand,1772327,1
geographic,Thailand,"Bang Niang Beach",narrow,city,Thailand,2290412,-1
geographic,Thailand,"Bang Tao Beach",narrow,city,Thailand,2400063,4
geographic,Thailand,"Bang Saphan",narrow,city,Thailand,1566927,11
geographic,Thailand,"Bang Lamung",narrow,city,Thailand,1226133,23
geographic,Thailand,"Bang Sai",narrow,city,Thailand,2238737,-1
geographic,Thailand,"Bang Yai",narrow,city,Thailand,1745309,-1
geographic,Thailand,"Bang Pa-in",narrow,city,Thailand,303901,-1
geographic,Thailand,"Bang Sao Thong",narrow,city,Thailand,1772327,1
geographic,Thailand,"Bang Niang Beach",narrow,city,Thailand,2290412,-1
geographic,Thailand,"Bang Saphan Noi",narrow,city,Thailand,2237748,-1
geographic,Thailand,"Phra Samut Chedi",narrow,city,Thailand,2237206,-1
geographic,Thailand,"Phra Phutthabat",narrow,city,Thailand,2237214,-1
geographic,Thailand,"Phra Phrom",narrow,city,Thailand,2237656,-1
geographic,Thailand,"Phra Thong Kham",narrow,city,Thailand,2237504,-1
